--------- beginning of main
09-02 18:45:46.590 14031 14031 E adbd    : recv: OPEN 000264e7 00000000 0095:73 68 65 6C 6C 2C 76 32 2C 54 45 52 4D 3D 78 74 65 72 6D 2D 32 35 36 63 6F 6C 6F 72 2C 72 61 77 3A 61 6D 20 73 74 61 72 74 20 2D 53 20 2D 61 20 61 6E 64 72 6F 69 64 2E 69 6E 74 65 6E 74 2E 61 63 74 69 6F 6E 2E 56 49 45 57 20 2D 6E 20 6F 72 67 2E 6D 6F 7A 69 6C 6C 61 2E 66 69 72 65 66 6F 78 2F 6F 72 67 2E 6D 6F 7A 69 6C 6C 61 2E 67 65 63 6B 6F 2E 42 72 6F 77 73 65 72 41 70 70 20 2D 2D 61 63 74 69 76 69 74 79 2D 63 6C 65 61 72 2D 74 61 73 6B 00 
09-02 18:45:46.590 14031 14031 E adbd    : service_to_fd: shell,v2,TERM=xterm-256color,raw:am start -S -a android.intent.action.VIEW -n org.mozilla.firefox/org.mozilla.gecko.BrowserApp --activity-clear-task
09-02 18:45:49.151  7881  7871 E fb4a.T157805820: TigonMhrLogger::logRequestIfNeeded
09-02 18:45:49.151  7881  4225 E fb4a.msys: E[N data-request]_HandleDataResponse(1782)=>Data request error for task 7d3916e1-eb6a-4451-992a-c272308b377f (response type 1): (null)
09-02 18:45:49.151  3979  3979 D CustomFrequencyManagerService: releaseDVFSLockLocked : Getting Lock type frm List : DVFS_MIN_LIMIT  frequency : 1560000  uid : 1000  pid : 3979  tag : AMS_RESUME_TAIL@CPU_MIN@14
09-02 18:45:49.152  7881  7871 E fb4a.T157805820: TigonWifiInfoLogger::init
09-02 18:45:49.152  7881  7871 E fb4a.T157805820: TigonMhrFbcLogger::logRequestIfNeeded
09-02 18:45:49.152  7881  7871 E fb4a.T157805820: TigonCellTowerInfoLogger::logRequestIfNeeded
09-02 18:45:49.152  7881  7871 E fb4a.T157805820: TigonCertificateVerificationLogger::logRequestIfNeeded
09-02 18:45:49.152  7881  7871 E fb4a.T157805820: TigonTransientAnalysisLogger::logRequestIfNeeded
09-02 18:45:49.152  7881  7871 E fb4a.T157805820: TigonProviderConnectionDeviceInfoLogger::logRequestIfNeeded
09-02 18:45:49.153  7881  7871 E fb4a.T157805820: TigonCellTowerInfoPapayaLogger::logRequestIfNeeded
09-02 18:45:49.153  7881  7871 E fb4a.T157805820: NetworkUtilisationLogger::logRequestIfNeeded
09-02 18:45:49.154  7948  7948 I WebExtension: releasePendingMessages: extension=readerview@mozac.org nativeApp=mozacReaderviewActive session=org.mozilla.geckoview.GeckoSession@4916461
09-02 18:45:49.154  7948  7948 I WebExtension: releasePendingMessages: extension=readerview@mozac.org nativeApp=mozacReaderview session=org.mozilla.geckoview.GeckoSession@4916461
09-02 18:45:49.166  7881  4229 E fb4a.msys: E[S sync]_createResponseError(195)=>Network Response 7d3916e1-eb6a-4451-992a-c272308b377f contains sync error Error Domain=com.facebook.http.error Code=401 UserInfo=0xc7b4cf00 {MCFErrorDirectLocalizedDescriptionKey=Client error} - Underlying error (null): Error Domain=com.facebook.http.error Code=401 UserInfo=0xc7b4cf00 {MCFErrorDirectLocalizedDescriptionKey=Client error}
09-02 18:45:49.175  7948  7982 W AudioCapabilities: Unsupported mime audio/mpeg-L1
09-02 18:45:49.176  7948  7982 W AudioCapabilities: Unsupported mime audio/mpeg-L2
09-02 18:45:49.176  8014  8051 I GeckoLoader: Library base=/data/app/org.mozilla.firefox-qXEeZwQeSKU-v4RxzjCTZA==/lib/arm64
09-02 18:45:49.177  8014  8051 I GeckoLoader: Library base=/data/app/org.mozilla.firefox-qXEeZwQeSKU-v4RxzjCTZA==/lib/arm64
09-02 18:45:49.178  8014  8051 E GeckoLibLoad: Load sqlite start
09-02 18:45:49.178  7948  7982 W AudioCapabilities: Unsupported mime audio/x-ms-wma
09-02 18:45:49.179  7948  7982 W AudioCapabilities: Unsupported mime audio/x-ima
09-02 18:45:49.181  8014  8051 E GeckoLibLoad: Load sqlite done
09-02 18:45:49.181  8014  8051 I GeckoLoader: Library base=/data/app/org.mozilla.firefox-qXEeZwQeSKU-v4RxzjCTZA==/lib/arm64
09-02 18:45:49.182  8014  8051 E GeckoLibLoad: Load nss start
09-02 18:45:49.182  8014  8051 E GeckoLibLoad: Load nss done
09-02 18:45:49.182  8014  8051 I GeckoLoader: Library base=/data/app/org.mozilla.firefox-qXEeZwQeSKU-v4RxzjCTZA==/lib/arm64
09-02 18:45:49.187  7948  7982 W VideoCapabilities: Unrecognized profile 2130706433 for video/avc
09-02 18:45:49.187  7948  7982 W VideoCapabilities: Unrecognized profile 2130706434 for video/avc
09-02 18:45:49.189  7948  7982 W VideoCapabilities: Unrecognized profile 2130706433 for video/avc
09-02 18:45:49.189  7948  7982 W VideoCapabilities: Unrecognized profile 2130706434 for video/avc
09-02 18:45:49.202  7948  7982 W VideoCapabilities: Unsupported mime video/wvc1
09-02 18:45:49.203  7948  7982 W VideoCapabilities: Unsupported mime video/x-ms-wmv
09-02 18:45:49.205  7948  7982 W VideoCapabilities: Unrecognized profile 2130706433 for video/avc
09-02 18:45:49.205  7948  7982 W VideoCapabilities: Unrecognized profile 2130706434 for video/avc
09-02 18:45:49.207  7948  7982 W VideoCapabilities: Unsupported mime video/avc-wfd
09-02 18:45:49.219  8014  8051 E GeckoLibLoad: Loaded libs in 36.751885ms total, 16ms(16ms) user, 20ms(16ms) system, 0(0) faults
09-02 18:45:49.219  8014  8051 W GeckoThread: zerdatime 118330651 - runGecko
09-02 18:45:49.229  7948  7982 I VideoCapabilities: Unsupported profile 4 for video/mp4v-es
09-02 18:45:49.233  7881  7873 E fb4a.T157805820: TigonMhrLogger::logRequestIfNeeded
09-02 18:45:49.233  7881  7873 E fb4a.T157805820: TigonWifiInfoLogger::init
09-02 18:45:49.233  7881  4225 E fb4a.msys: E[N data-request]_HandleDataResponse(1782)=>Data request error for task 3d316972-f5b6-4576-9e95-7bf03b78f88a (response type 1): (null)
09-02 18:45:49.233  7881  7873 E fb4a.T157805820: TigonMhrFbcLogger::logRequestIfNeeded
09-02 18:45:49.234  7881  7873 E fb4a.T157805820: TigonCellTowerInfoLogger::logRequestIfNeeded
09-02 18:45:49.234  7881  7873 E fb4a.T157805820: TigonCertificateVerificationLogger::logRequestIfNeeded
09-02 18:45:49.234  7881  7873 E fb4a.T157805820: TigonTransientAnalysisLogger::logRequestIfNeeded
09-02 18:45:49.234  7881  7873 E fb4a.T157805820: TigonProviderConnectionDeviceInfoLogger::logRequestIfNeeded
09-02 18:45:49.234  7881  7873 E fb4a.T157805820: TigonCellTowerInfoPapayaLogger::logRequestIfNeeded
09-02 18:45:49.234  7881  7873 E fb4a.T157805820: NetworkUtilisationLogger::logRequestIfNeeded
09-02 18:45:49.235  7881  4229 E fb4a.msys: E[S sync]_createResponseError(195)=>Network Response 3d316972-f5b6-4576-9e95-7bf03b78f88a contains sync error Error Domain=com.facebook.http.error Code=401 UserInfo=0xb58faa00 {MCFErrorDirectLocalizedDescriptionKey=Client error} - Underlying error (null): Error Domain=com.facebook.http.error Code=401 UserInfo=0xb58faa00 {MCFErrorDirectLocalizedDescriptionKey=Client error}
09-02 18:45:49.247  7881  7141 E fb4a.T157805820: TigonMhrLogger::logRequestIfNeeded
09-02 18:45:49.247  7881  7141 E fb4a.T157805820: TigonWifiInfoLogger::init
09-02 18:45:49.247  7881  4225 E fb4a.msys: E[N data-request]_HandleDataResponse(1782)=>Data request error for task 720b46ea-815e-4613-bf74-ef6f40578e51 (response type 1): (null)
09-02 18:45:49.248  7881  7141 E fb4a.T157805820: TigonMhrFbcLogger::logRequestIfNeeded
09-02 18:45:49.248  7881  7141 E fb4a.T157805820: TigonCellTowerInfoLogger::logRequestIfNeeded
09-02 18:45:49.248  7881  7141 E fb4a.T157805820: TigonCertificateVerificationLogger::logRequestIfNeeded
09-02 18:45:49.248  7881  7141 E fb4a.T157805820: TigonTransientAnalysisLogger::logRequestIfNeeded
09-02 18:45:49.248  7881  7141 E fb4a.T157805820: TigonProviderConnectionDeviceInfoLogger::logRequestIfNeeded
09-02 18:45:49.249  7881  7141 E fb4a.T157805820: TigonCellTowerInfoPapayaLogger::logRequestIfNeeded
09-02 18:45:49.249  7881  7141 E fb4a.T157805820: NetworkUtilisationLogger::logRequestIfNeeded
09-02 18:45:49.253  7881  4229 E fb4a.msys: E[S sync]_createResponseError(195)=>Network Response 720b46ea-815e-4613-bf74-ef6f40578e51 contains sync error Error Domain=com.facebook.http.error Code=401 UserInfo=0xc7b4c300 {MCFErrorDirectLocalizedDescriptionKey=Client error} - Underlying error (null): Error Domain=com.facebook.http.error Code=401 UserInfo=0xc7b4c300 {MCFErrorDirectLocalizedDescriptionKey=Client error}
09-02 18:45:49.268  7948  7982 W VideoCapabilities: Unrecognized profile/level 1/32 for video/mp4v-es
09-02 18:45:49.268  7948  7982 W VideoCapabilities: Unrecognized profile/level 32768/2 for video/mp4v-es
09-02 18:45:49.268  7948  7982 W VideoCapabilities: Unrecognized profile/level 32768/64 for video/mp4v-es
09-02 18:45:49.269  7948  7982 W VideoCapabilities: Unsupported mime video/wvc1
09-02 18:45:49.271  7948  7982 W VideoCapabilities: Unsupported mime video/x-ms-wmv
09-02 18:45:49.272  7948  7982 W VideoCapabilities: Unsupported mime video/x-ms-wmv7
09-02 18:45:49.273  7948  7982 W VideoCapabilities: Unsupported mime video/x-ms-wmv8
09-02 18:45:49.275  7948  7982 W VideoCapabilities: Unsupported mime video/mp43
09-02 18:45:49.289  8104  8165 D libGLESv2: STS_GLApi : DTS, ODTC are not allowed for Package : org.mozilla.firefox:gpu
09-02 18:45:49.294  8104  8116 V Surface : sf_framedrop debug : 0x4f4c, game : false, logging : 0
09-02 18:45:49.300  8104  8165 D mali_winsys: EGLint new_window_surface(egl_winsys_display *, void *, EGLSurface, EGLConfig, egl_winsys_surface **, egl_color_buffer_format *, EGLBoolean) returns 0x3000,  [720x1238]-format:2
09-02 18:45:49.303  7948  7982 I GeckoSession: zerdatime 118330735 - chrome startup finished
09-02 18:45:49.304  7881  8242 E fb4a.T157805820: TigonMhrLogger::logRequestIfNeeded
09-02 18:45:49.304  7881  8242 E fb4a.T157805820: TigonWifiInfoLogger::init
09-02 18:45:49.305  7881  8242 E fb4a.T157805820: TigonMhrFbcLogger::logRequestIfNeeded
09-02 18:45:49.305  7881  8242 E fb4a.T157805820: TigonCellTowerInfoLogger::logRequestIfNeeded
09-02 18:45:49.305  7881  8242 E fb4a.T157805820: TigonCertificateVerificationLogger::logRequestIfNeeded
09-02 18:45:49.305  7881  8242 E fb4a.T157805820: TigonTransientAnalysisLogger::logRequestIfNeeded
09-02 18:45:49.305  7881  8242 E fb4a.T157805820: TigonProviderConnectionDeviceInfoLogger::logRequestIfNeeded
09-02 18:45:49.312  7948  8142 I libglean_ffi: glean_core::upload: Ping f3a49a93-2652-4bf5-9efe-f8094848d392 successfully sent 200.
09-02 18:45:49.314  7948  8142 I libglean_ffi: glean_core::upload::directory: File was deleted /data/user/0/org.mozilla.firefox/glean_data/pending_pings/f3a49a93-2652-4bf5-9efe-f8094848d392
09-02 18:45:49.315  7881  8242 E fb4a.T157805820: TigonCellTowerInfoPapayaLogger::logRequestIfNeeded
09-02 18:45:49.315  7881  8242 E fb4a.T157805820: NetworkUtilisationLogger::logRequestIfNeeded
09-02 18:45:49.315  7948  7948 I GeckoSession: handleMessage GeckoView:PageStart uri=
09-02 18:45:49.316  7948  8142 I libglean_ffi: glean_core::upload: New upload task with id 13ddd698-a144-450b-83a2-ed07d3ab5c07 (path: /submit/org-mozilla-firefox/baseline/1/13ddd698-a144-450b-83a2-ed07d3ab5c07)
09-02 18:45:49.317  7948  7948 I GeckoSession: handleMessage GeckoView:PageStop uri=null
09-02 18:45:49.332  3979  4111 D MdnieScenarioControlService:  packageName : org.mozilla.firefox    className : org.mozilla.fenix.HomeActivity
09-02 18:45:49.332  3979  4111 V MdnieScenarioControlService: setUIMode from UI function(3)
09-02 18:45:49.344  3614  3927 D DnsProxyListener: DNSDBG::dns addrinfo af 2
09-02 18:45:49.344  3614  3927 D DnsProxyListener: DNSDBG::dns addrinfo af 2
09-02 18:45:49.345  7948  7948 I GeckoSession: handleMessage GeckoView:PageStart uri=
09-02 18:45:49.347  3614  3927 D DnsProxyListener: DNSDBG::dns addrinfo af 2
09-02 18:45:49.347  3614  3927 D DnsProxyListener: DNSDBG::dns addrinfo af 2
09-02 18:45:49.376  7948  7948 I zygote64: Deoptimizing java.lang.Object mozilla.components.support.ktx.kotlinx.coroutines.flow.FlowKt$ifAnyChanged$$inlined$filter$1$2.emit(java.lang.Object, kotlin.coroutines.Continuation) due to JIT inline cache
09-02 18:45:49.377  3462  3462 I SurfaceFlinger: Display 0 HWC layers:
09-02 18:45:49.377  3462  3462 I SurfaceFlinger:     type    |    handle    | flag |  format   |   source crop (l,t,r,b)    |         frame       | name 
09-02 18:45:49.377  3462  3462 I SurfaceFlinger: ------------+--------------+------+-----------+----------------------------+---------------------+------
09-02 18:45:49.377  3462  3462 I SurfaceFlinger:      Device | 0x7abdc732c0 | 0000 | RGBx_8888 |   0.0    0.0  720.0 1140.0 |    0  140  720 1280 | SurfaceView - org.mozilla.firefox/org.mozilla.fenix.HomeActivity@97c052@0#0
09-02 18:45:49.377  3462  3462 I SurfaceFlinger:      Device | 0x7abdc72240 | 0000 | RGBA_8888 |   0.0    0.0  720.0 1280.0 |    0    0  720 1280 | org.mozilla.firefox/org.mozilla.fenix.HomeActivity#0
09-02 18:45:49.377  3462  3462 I SurfaceFlinger:      Device | 0x7ac4c24240 | 0000 | RGBA_8888 |   0.0    0.0  720.0   42.0 |    0    0  720   42 | StatusBar#0
09-02 18:45:49.377  3462  3462 I SurfaceFlinger: 
09-02 18:45:49.378  7948  7948 I zygote64: Deoptimizing void kotlin.sequences.FilteringSequence$iterator$1.calcNext() due to JIT inline cache
09-02 18:45:49.412  3614  3927 D DnsProxyListener: DNSDBG::dns addrinfo af 2
09-02 18:45:49.427  3614  3927 D DnsProxyListener: DNSDBG::dns addrinfo af 2
09-02 18:45:49.437  7948  7953 I zygote64: Do partial code cache collection, code=505KB, data=268KB
09-02 18:45:49.437  7948  7953 I zygote64: After code cache collection, code=499KB, data=266KB
09-02 18:45:49.437  7948  7953 I zygote64: Increasing code cache capacity to 2MB
09-02 18:45:49.444  3614  3927 D DnsProxyListener: DNSDBG::dns addrinfo af 2
09-02 18:45:49.447  3614  3927 D DnsProxyListener: DNSDBG::dns addrinfo af 2
09-02 18:45:49.519  7948  8142 I libglean_ffi: glean_core::upload: Ping 13ddd698-a144-450b-83a2-ed07d3ab5c07 successfully sent 200.
09-02 18:45:49.521  7948  8142 I libglean_ffi: glean_core::upload::directory: File was deleted /data/user/0/org.mozilla.firefox/glean_data/pending_pings/13ddd698-a144-450b-83a2-ed07d3ab5c07
09-02 18:45:49.522  7948  8142 I libglean_ffi: glean_core::upload: No more pings to upload! You are done.
09-02 18:45:49.527  7948  8060 I WM-WorkerWrapper: Worker result SUCCESS for Work [ id=2ddc723d-317c-4731-9697-05c0c217ee28, tags={ mozilla.telemetry.glean.scheduler.PingUploadWorker, mozac_service_glean_ping_upload_worker } ]
09-02 18:45:49.533  7948  7948 D ConnectivityManager: unregisterNetworkCallback; CallingUid : 10154, CallingPid : 7948
09-02 18:45:49.534  3979  4180 D ConnectivityService: releasing NetworkRequest [ TRACK_DEFAULT id=1240, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VPN] ] (CALLBACK_RELEASED)
09-02 18:45:49.534  3979  4180 D ConnectivityService:  Removing from current network NetworkAgentInfo [WIFI () - 502], leaving 18 requests.
09-02 18:45:49.535  3979  4180 D ConnectivityService: sending notification RELEASED for NetworkRequest [ TRACK_DEFAULT id=1240, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VPN] ]
09-02 18:45:49.536  3979  9339 D JobServiceContext: sendStopMessageLocked stop reason: cancel() called by app
09-02 18:45:49.548  7948  7982 D GeckoIdleService: Registering Idle observer callback
09-02 18:45:49.548  7948  7982 D GeckoIdleService: Register idle observer 0x7c12ee2d00 for 180 seconds
09-02 18:45:49.548  7948  7982 D GeckoIdleService: Register: adjusting next switch from -1 to 180 seconds
09-02 18:45:49.548  7948  7982 D GeckoIdleService: next timeout 180000 msec from now
09-02 18:45:49.548  7948  7982 D GeckoIdleService: SetTimerExpiryIfBefore: next timeout 180000 msec from now
09-02 18:45:49.548  7948  7982 D GeckoIdleService: reset timer expiry to 180010 msec from now
09-02 18:45:49.552  7948  7982 D GeckoIdleService: Register idle observer 0x7c12e942a8 for 5 seconds
09-02 18:45:49.552  7948  7982 D GeckoIdleService: Register: adjusting next switch from 180 to 5 seconds
09-02 18:45:49.552  7948  7982 D GeckoIdleService: next timeout 4996 msec from now
09-02 18:45:49.552  7948  7982 D GeckoIdleService: SetTimerExpiryIfBefore: next timeout 4996 msec from now
09-02 18:45:49.552  7948  7982 D GeckoIdleService: reset timer expiry to 5006 msec from now
09-02 18:45:49.568  7948  7948 I zygote64: Deoptimizing int mozilla.components.browser.state.state.TabSessionState.hashCode() due to JIT inline cache
09-02 18:45:49.569  7948  7948 I zygote64: Deoptimizing int mozilla.components.browser.state.state.SessionState$-CC.m(java.util.List, int, int) due to JIT inline cache
09-02 18:45:49.648  3979  3979 D PreBindingService: handleMessage : 1
09-02 18:45:49.755  3979  3979 D PreBindingService: handleMessage : 1
09-02 18:45:49.804  3614  3927 D DnsProxyListener: DNSDBG::dns addrinfo af 2
09-02 18:45:49.864  3614  3927 D DnsProxyListener: DNSDBG::dns addrinfo af 2
09-02 18:45:49.913  7948  7948 I zygote64: Deoptimizing kotlin.coroutines.CoroutineContext kotlinx.coroutines.CoroutineContextKt.newCoroutineContext(kotlinx.coroutines.CoroutineScope, kotlin.coroutines.CoroutineContext) due to JIT inline cache
09-02 18:45:49.931  7948  8282 I zygote64: Deoptimizing int kotlin.collections.CollectionsKt__IteratorsJVMKt.collectionSizeOrDefault(java.lang.Iterable, int) due to JIT inline cache
09-02 18:45:49.952  7948  8282 I zygote64: Deoptimizing void kotlinx.coroutines.AbstractCoroutine.resumeWith(java.lang.Object) due to JIT same target
09-02 18:45:50.135  3979  5983 D BatteryService: !@BatteryListener : batteryPropertiesChanged!
09-02 18:45:50.136  3979  5983 D BatteryService: level:100, scale:100, status:5, health:2, present:true, voltage: 4255, temperature: 283, technology: Li-ion, AC powered:false, USB powered:true, POGO powered:false, Wireless powered:false, icon:17303834, invalid charger:0, maxChargingCurrent:0, maxChargingVoltage:0, chargeCounter:0
09-02 18:45:50.136  3979  5983 D BatteryService: online:4, current avg:-11, charge type:1, power sharing:false, high voltage charger:false, capacity:280000, batterySWSelfDischarging:false, misc_event:0, current_event:0, current_now:-269
09-02 18:45:50.136  3979  3979 D BatteryService: Sending ACTION_BATTERY_CHANGED.
09-02 18:45:50.138  3979  3979 D SamsungPhoneWindowManager: ACTION_BATTERY_CHANGED - Level :: 100, battStatus :: 5
09-02 18:45:50.139  3979  3979 I MotionRecognitionService: Plugged
09-02 18:45:50.139  3979  3979 D MotionRecognitionService:   mCableConnection= 1
09-02 18:45:50.139  3979  3979 D MotionRecognitionService: setPowerConnected : mGripEnabled = false
09-02 18:45:50.140  3979  4002 D UsbDeviceManager: handleMessage -> MSG_UPDATE_CHARGING_STATE = 1
09-02 18:45:50.140  4349  4349 D KeyguardUpdateMonitor: received broadcast android.intent.action.BATTERY_CHANGED
09-02 18:45:50.141  7948  7948 V InputMethodManager: Starting input: tba=android.view.inputmethod.EditorInfo@fcddd3 nm : org.mozilla.firefox ic=org.mozilla.geckoview.GeckoInputConnection@b72ed10
09-02 18:45:50.141  4349  4349 D BatteryController: onReceive-ACTION_BATTERY_CHANGED : mLevel=100, mBatteryStatus=5
09-02 18:45:50.144  7948  7948 I InputMethodManager: startInputInner - mService.startInputOrWindowGainedFocus
09-02 18:45:50.144  3979  9339 D InputMethodManagerService: startInputOrWindowGainedFocus : startInput 
09-02 18:45:50.145  3979  9339 D InputMethodManagerService: setCurrentInputInfo - inputContext : com.android.internal.view.IInputContext$Stub$Proxy@43988b8 eidtorInfo : android.view.inputmethod.EditorInfo@a777691 missingMethods : 0
09-02 18:45:50.145  4349  4349 D PowerUI : priorPlugType = 2 mPlugType =  2
09-02 18:45:50.145  4336  4336 I InputMethodWrapper:  call dispatchStartInputWithToken
09-02 18:45:50.145  4336  4336 I InputMethodService: dispatchStartInputWithToken
09-02 18:45:50.145  4336  4336 I SKBD    : SamsungKeypad [IMI] onStartInput - caller pid : 7948, caller uid : 10154
09-02 18:45:50.145  4336  4336 I SKBD    : SamsungKeypad  CACHEDIC onStartInput  isCachedICEnabled:  false
09-02 18:45:50.145  4336  4336 I SKBD    : atl getDefaultInputRange : UNKNOWN
09-02 18:45:50.145  4336  4336 I SKBD    : awo resetBinderManager()
09-02 18:45:50.145  4336  4336 I SKBD_SYNC: SamsungKeypad onStartInput: import DLM
09-02 18:45:50.146  4336  4336 I SKBD    : atl setPrivateImeOptionsToTable privateImeOptions ( null )
